,court,court_description,title,full_name,gender,court_abbreviation,religion,party,nominator,race,date_of_birth,date_of_death,term_start,term_end
713,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Hachiro Fujita,male,JPN,,,,,1892-08-05T00:00:00Z,1976-07-06T00:00:00Z,,
714,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kiichirō Ōtsuka,male,JPN,,,,,1910-02-05T00:00:00Z,1988-08-26T00:00:00Z,,
715,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Q41695000,male,JPN,,,,,1920-05-05T00:00:00Z,2002-07-16T00:00:00Z,,
716,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Q41695015,male,JPN,,,,,1923-04-01T00:00:00Z,2011-07-19T00:00:00Z,,
717,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Q43423873,male,JPN,,,,,1931-04-22T00:00:00Z,2018-09-21T00:00:00Z,,
718,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Q55523563,male,JPN,,,,,1931-01-01T00:00:00Z,,,
719,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Ryuko Sakurai,female,JPN,,,,,1947-01-16T00:00:00Z,,,
720,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Michiharu Hayashi,male,JPN,,,,,1957-01-01T00:00:00Z,,,
721,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Zentaro Motomura,male,JPN,,,,,1887-01-15T00:00:00Z,1970-06-24T00:00:00Z,,
722,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Goroku Kashiwabara,,JPN,,,,,1897-09-20T00:00:00Z,1981-06-05T00:00:00Z,,
723,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kiyoko Okabe,female,JPN,,,,,1949-03-20T00:00:00Z,,,
724,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Yamasaki Toshimitsu,male,JPN,,,,,1949-08-31T00:00:00Z,,,
725,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kinosuke Yamada,male,JPN,,,,,1896-04-22T00:00:00Z,1995-05-20T00:00:00Z,,
726,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Q41694925,male,JPN,,,,,1900-12-20T00:00:00Z,1973-06-18T00:00:00Z,,
727,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Sekine Kogo,,JPN,,,,,1905-12-03T00:00:00Z,1993-09-30T00:00:00Z,,
728,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Q41695503,male,JPN,,,,,1905-08-07T00:00:00Z,1993-11-19T00:00:00Z,,
729,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kazumi Okamura,female,JPN,,,,,1957-12-23T00:00:00Z,,,
730,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Uga Katsuya,male,JPN,,,,,1955-07-21T00:00:00Z,,,
731,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Yuko Miyazaki,female,JPN,,,,,1951-01-01T00:00:00Z,,,
732,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Ryōhei Kizaki,male,JPN,,,,,1924-07-25T00:00:00Z,2005-08-15T00:00:00Z,,
733,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Taizō Yokoi,male,JPN,,,,,1914-06-11T00:00:00Z,2006-07-22T00:00:00Z,,
734,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Q50641924,male,JPN,,,,,1956-01-01T00:00:00Z,,,
735,Japan,Supreme Court of Japan,Chief Justice of Japan,Tadahiko Mibuchi,male,JPN,,,,,1880-03-03T00:00:00Z,1950-07-14T00:00:00Z,1947-08-04T00:00:00Z,1950-03-02T00:00:00Z
736,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tadahiko Mibuchi,male,JPN,,,,,1880-03-03T00:00:00Z,1950-07-14T00:00:00Z,1947-08-04T00:00:00Z,1950-03-02T00:00:00Z
737,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Q11428444,male,JPN,,,,,1881-05-10T00:00:00Z,1957-03-26T00:00:00Z,1947-08-04T00:00:00Z,1951-02-14T00:00:00Z
738,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Taichiro Hasegawa,male,JPN,,,,,1881-12-01T00:00:00Z,1968-11-25T00:00:00Z,1947-08-04T00:00:00Z,1951-11-30T00:00:00Z
739,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Takejiro Sawada,male,JPN,,,,,1882-08-02T00:00:00Z,1973-03-11T00:00:00Z,1947-08-04T00:00:00Z,1952-08-01T00:00:00Z
740,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Seiichi Shimoyama,male,JPN,,,,,1884-10-15T00:00:00Z,1975-03-12T00:00:00Z,1947-08-04T00:00:00Z,1954-10-14T00:00:00Z
741,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Nobori Inoue,male,JPN,,,,,1885-04-10T00:00:00Z,1971-07-26T00:00:00Z,1947-08-04T00:00:00Z,1955-04-09T00:00:00Z
742,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kuriyama Shigeru,male,JPN,,,,,1886-10-06T00:00:00Z,1971-02-03T00:00:00Z,1947-08-04T00:00:00Z,1956-10-05T00:00:00Z
743,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Saburō Iwamatsu,male,JPN,,,,,1893-12-31T00:00:00Z,1978-12-01T00:00:00Z,1947-08-04T00:00:00Z,1956-11-10T00:00:00Z
744,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tsuyoshi Mano,male,JPN,,,,,1888-06-09T00:00:00Z,1986-08-28T00:00:00Z,1947-08-04T00:00:00Z,1958-06-08T00:00:00Z
745,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Katsushige Kotani,male,JPN,,,,,1890-12-24T00:00:00Z,1963-10-27T00:00:00Z,1947-08-04T00:00:00Z,1960-12-23T00:00:00Z
746,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tamotsu Shima,male,JPN,,,,,1892-01-01T00:00:00Z,1972-01-10T00:00:00Z,1947-08-04T00:00:00Z,1961-08-24T00:00:00Z
747,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Yūsuke Saitō,male,JPN,,,,,1892-05-21T00:00:00Z,1981-03-26T00:00:00Z,1947-08-04T00:00:00Z,1962-05-20T00:00:00Z
748,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Matasuke Kawamura,male,JPN,,,,,1894-01-01T00:00:00Z,1979-01-04T00:00:00Z,1947-08-04T00:00:00Z,1963-12-31T00:00:00Z
749,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Shigetō Hozumi,male,JPN,,,,,1883-04-11T00:00:00Z,1951-07-29T00:00:00Z,1949-02-26T00:00:00Z,1951-07-29T00:00:00Z
750,Japan,Supreme Court of Japan,Chief Justice of Japan,Kōtarō Tanaka,male,JPN,,,,,1890-10-25T00:00:00Z,1974-03-01T00:00:00Z,1950-03-03T00:00:00Z,1960-10-24T00:00:00Z
751,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kōtarō Tanaka,male,JPN,,,,,1890-10-25T00:00:00Z,1974-03-01T00:00:00Z,1950-03-03T00:00:00Z,1960-10-24T00:00:00Z
752,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tadaichirō Tanimura,male,JPN,,,,,1887-04-05T00:00:00Z,1982-05-29T00:00:00Z,1951-04-12T00:00:00Z,1956-11-10T00:00:00Z
753,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Junzō Kobayashi,male,JPN,,,,,1888-06-03T00:00:00Z,1982-06-03T00:00:00Z,1951-10-05T00:00:00Z,1958-06-02T00:00:00Z
754,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Toshio Irie,male,JPN,,,,,1901-01-10T00:00:00Z,1972-07-18T00:00:00Z,1952-08-30T00:00:00Z,1971-01-09T00:00:00Z
755,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Katsu Ikeda,male,JPN,,,,,1893-05-23T00:00:00Z,1977-09-04T00:00:00Z,1954-11-02T00:00:00Z,1963-05-22T00:00:00Z
756,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Katsumi Tarumi,male,JPN,,,,,1893-11-15T00:00:00Z,1972-07-07T00:00:00Z,1955-05-26T00:00:00Z,1963-11-14T00:00:00Z
757,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masuo Shimoiizaka,male,JPN,,,,,1894-01-29T00:00:00Z,1971-12-26T00:00:00Z,1956-11-22T00:00:00Z,1964-01-28T00:00:00Z
758,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Ken'ichi Okuno,male,JPN,,,,,1898-11-18T00:00:00Z,1984-05-06T00:00:00Z,1956-11-22T00:00:00Z,1968-11-17T00:00:00Z
759,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Shūichi Ishizaka,male,JPN,,,,,1895-09-14T00:00:00Z,1969-11-10T00:00:00Z,1958-06-28T00:00:00Z,1965-09-13T00:00:00Z
760,Japan,Supreme Court of Japan,Chief Justice of Japan,Kisaburō Yokota,male,JPN,,,,,1896-08-06T00:00:00Z,1993-02-17T00:00:00Z,1960-10-25T00:00:00Z,1966-08-05T00:00:00Z
761,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kisaburō Yokota,male,JPN,,,,,1896-08-06T00:00:00Z,1993-02-17T00:00:00Z,1960-10-25T00:00:00Z,1966-08-05T00:00:00Z
762,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masatoshi Yokota,male,JPN,,,,,1899-01-11T00:00:00Z,1984-07-01T00:00:00Z,1962-02-28T00:00:00Z,1969-01-10T00:00:00Z
763,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kitarō Saitō,male,JPN,,,,,1900-01-31T00:00:00Z,1964-08-09T00:00:00Z,1962-05-29T00:00:00Z,1964-08-09T00:00:00Z
764,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kingo Osabe,male,JPN,,,,,1901-04-01T00:00:00Z,1991-12-08T00:00:00Z,1963-04-05T00:00:00Z,1971-03-31T00:00:00Z
765,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kazuto Ishida,male,JPN,,,,,1903-05-20T00:00:00Z,1979-05-09T00:00:00Z,1963-06-06T00:00:00Z,1973-05-19T00:00:00Z
766,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Jirō Tanaka,male,JPN,,,,,1906-07-14T00:00:00Z,1982-01-16T00:00:00Z,1964-01-16T00:00:00Z,1973-03-31T00:00:00Z
767,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Jirō Matsuda,male,JPN,,,,,1900-07-30T00:00:00Z,1988-04-03T00:00:00Z,1964-01-31T00:00:00Z,1970-07-29T00:00:00Z
768,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Makoto Iwata,male,JPN,,,,,1902-11-26T00:00:00Z,1985-02-09T00:00:00Z,1964-08-31T00:00:00Z,1972-11-25T00:00:00Z
769,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kazuo Shimomura,male,JPN,,,,,1903-01-02T00:00:00Z,1980-08-04T00:00:00Z,1965-09-14T00:00:00Z,1973-01-01T00:00:00Z
770,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kōtarō Irokawa,male,JPN,,,,,1903-01-30T00:00:00Z,1993-08-05T00:00:00Z,1966-05-10T00:00:00Z,1973-01-29T00:00:00Z
771,Japan,Supreme Court of Japan,Chief Justice of Japan,Masatoshi Yokota,male,JPN,,,,,1899-01-11T00:00:00Z,1984-07-01T00:00:00Z,1966-08-06T00:00:00Z,1969-01-10T00:00:00Z
772,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Ken'ichirō Ōsumi,male,JPN,,,,,1904-01-01T00:00:00Z,1998-03-19T00:00:00Z,1966-09-09T00:00:00Z,1974-10-01T00:00:00Z
773,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Ken'ichirō Ōsumi,male,JPN,,,,,1904-10-02T00:00:00Z,1998-03-19T00:00:00Z,1966-09-09T00:00:00Z,1974-10-01T00:00:00Z
774,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masao Matsumoto,male,JPN,,,,,1902-01-01T00:00:00Z,1996-01-04T00:00:00Z,1967-01-17T00:00:00Z,1971-12-05T00:00:00Z
775,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Yoshimi Iimura,male,JPN,,,,,1901-04-27T00:00:00Z,1986-09-16T00:00:00Z,1967-09-20T00:00:00Z,1971-04-26T00:00:00Z
776,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tomokazu Murakami,male,JPN,,,,,1906-05-25T00:00:00Z,1987-02-13T00:00:00Z,1968-11-19T00:00:00Z,1976-05-24T00:00:00Z
777,Japan,Supreme Court of Japan,Chief Justice of Japan,Kazuto Ishida,male,JPN,,,,,1903-05-20T00:00:00Z,1979-05-09T00:00:00Z,1969-01-11T00:00:00Z,1973-05-19T00:00:00Z
778,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Ekizō Fujibayashi,male,JPN,,,,,1907-08-26T00:00:00Z,2007-04-24T00:00:00Z,1970-07-31T00:00:00Z,1977-08-25T00:00:00Z
779,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masao Okahara,male,JPN,,,,,1909-04-01T00:00:00Z,1994-07-14T00:00:00Z,1970-10-28T00:00:00Z,1979-03-31T00:00:00Z
780,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Takeso Shimoda,male,JPN,,,,,1907-04-03T00:00:00Z,1995-01-22T00:00:00Z,1971-01-12T00:00:00Z,1977-04-02T00:00:00Z
781,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Seiichi Kishi,male,JPN,,,,,1908-07-14T00:00:00Z,1979-07-25T00:00:00Z,1971-04-02T00:00:00Z,1978-07-13T00:00:00Z
782,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kiyoo Eriguchi,male,JPN,,,,,1910-03-20T00:00:00Z,1983-02-16T00:00:00Z,1973-01-09T00:00:00Z,1980-03-19T00:00:00Z
783,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masami Takatsuji,male,JPN,,,,,1910-01-19T00:00:00Z,1997-05-20T00:00:00Z,1973-04-04T00:00:00Z,1980-01-18T00:00:00Z
784,Japan,Supreme Court of Japan,Chief Justice of Japan,Tomokazu Murakami,male,JPN,,,,,1906-05-25T00:00:00Z,1987-02-13T00:00:00Z,1973-05-21T00:00:00Z,1976-05-24T00:00:00Z
785,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Shigemitsu Dandō,male,JPN,,,,,1913-11-08T00:00:00Z,2012-06-25T00:00:00Z,1974-10-04T00:00:00Z,1983-11-07T00:00:00Z
786,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Yuzuru Motobayashi,,JPN,,,,,1909-03-31T00:00:00Z,1992-04-17T00:00:00Z,1975-08-08T00:00:00Z,1979-03-30T00:00:00Z
787,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Takaaki Hattori,male,JPN,,,,,1912-10-01T00:00:00Z,1993-03-24T00:00:00Z,1975-12-03T00:00:00Z,1982-09-30T00:00:00Z
788,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Shōichi Tamaki,male,JPN,,,,,1912-04-12T00:00:00Z,1993-03-08T00:00:00Z,1976-03-27T00:00:00Z,1982-04-11T00:00:00Z
789,Japan,Supreme Court of Japan,Chief Justice of Japan,Ekizō Fujibayashi,male,JPN,,,,,1907-08-26T00:00:00Z,2007-04-24T00:00:00Z,1976-05-25T00:00:00Z,1977-08-25T00:00:00Z
790,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kazuo Kurimoto,male,JPN,,,,,1912-05-27T00:00:00Z,1992-11-27T00:00:00Z,1976-05-25T00:00:00Z,1982-05-26T00:00:00Z
791,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masato Fujisaki,male,JPN,,,,,1914-12-16T00:00:00Z,2006-10-06T00:00:00Z,1977-04-05T00:00:00Z,1984-12-15T00:00:00Z
792,Japan,Supreme Court of Japan,Chief Justice of Japan,Masao Okahara,male,JPN,,,,,1909-04-01T00:00:00Z,1994-07-14T00:00:00Z,1977-08-26T00:00:00Z,1979-03-31T00:00:00Z
793,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Jirō Nakamura,male,JPN,,,,,1914-02-20T00:00:00Z,1993-08-24T00:00:00Z,1978-09-22T00:00:00Z,1984-02-19T00:00:00Z
794,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Shigeyori Tsukamoto,male,JPN,,,,,1913-07-24T00:00:00Z,1992-04-10T00:00:00Z,1979-04-02T00:00:00Z,1981-10-17T00:00:00Z
795,Japan,Supreme Court of Japan,Chief Justice of Japan,Takaaki Hattori,male,JPN,,,,,1912-10-01T00:00:00Z,1993-03-24T00:00:00Z,1979-04-02T00:00:00Z,1982-09-30T00:00:00Z
796,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Yasuyoshi Shiono,male,JPN,,,,,1915-01-01T00:00:00Z,2011-01-22T00:00:00Z,1979-04-02T00:00:00Z,1985-05-22T00:00:00Z
797,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masami Itō,male,JPN,,,,,1919-09-21T00:00:00Z,2010-12-27T00:00:00Z,1980-01-19T00:00:00Z,1989-09-20T00:00:00Z
798,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Jirō Terada,male,JPN,,,,,1915-11-04T00:00:00Z,2002-03-17T00:00:00Z,1980-03-22T00:00:00Z,1985-11-03T00:00:00Z
799,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masataka Taniguchi,male,JPN,,,,,1917-01-28T00:00:00Z,1994-06-25T00:00:00Z,1980-04-16T00:00:00Z,1987-01-27T00:00:00Z
800,Japan,Supreme Court of Japan,Chief Justice of Japan,Jirō Terada,male,JPN,,,,,1915-11-04T00:00:00Z,2002-03-17T00:00:00Z,1982-10-01T00:00:00Z,1985-11-03T00:00:00Z
801,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Reijirō Tsunoda,male,JPN,,,,,1920-12-04T00:00:00Z,2020-11-17T00:00:00Z,1983-11-08T00:00:00Z,1990-12-03T00:00:00Z
802,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Koichi Yaguchi,male,JPN,,,,,1920-02-20T00:00:00Z,2006-07-25T00:00:00Z,1984-02-20T00:00:00Z,1990-02-19T00:00:00Z
803,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masuo Takashima,male,JPN,,,,,1919-10-06T00:00:00Z,1988-05-02T00:00:00Z,1984-12-17T00:00:00Z,1988-05-02T00:00:00Z
804,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Akira Fujishima,male,JPN,,,,,1924-01-02T00:00:00Z,2010-11-21T00:00:00Z,1985-05-23T00:00:00Z,1994-01-01T00:00:00Z
805,Japan,Supreme Court of Japan,Chief Justice of Japan,Koichi Yaguchi,male,JPN,,,,,1920-02-20T00:00:00Z,2006-07-25T00:00:00Z,1985-11-05T00:00:00Z,1990-02-19T00:00:00Z
806,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Yasukazu Kagawa,male,JPN,,,,,1921-05-05T00:00:00Z,2014-06-13T00:00:00Z,1986-01-17T00:00:00Z,1991-05-04T00:00:00Z
807,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Itsuo Sonobe,male,JPN,,,,,1929-04-01T00:00:00Z,,1989-09-21T00:00:00Z,1999-03-31T00:00:00Z
808,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Ryōhachi Kusaba,male,JPN,,,,,1925-11-16T00:00:00Z,2020-03-13T00:00:00Z,1989-11-27T00:00:00Z,1995-11-07T00:00:00Z
809,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Toshijirō Nakajima,male,JPN,,,,,1925-09-02T00:00:00Z,2011-12-13T00:00:00Z,1990-01-24T00:00:00Z,1995-09-01T00:00:00Z
810,Japan,Supreme Court of Japan,Chief Justice of Japan,Ryōhachi Kusaba,male,JPN,,,,,1925-11-16T00:00:00Z,2020-03-13T00:00:00Z,1990-02-20T00:00:00Z,1995-11-07T00:00:00Z
811,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tsuneo Kabe,male,JPN,,,,,1927-03-09T00:00:00Z,2011-02-03T00:00:00Z,1990-05-10T00:00:00Z,1997-03-08T00:00:00Z
812,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Osamu Mimura,male,JPN,,,,,1924-02-06T00:00:00Z,2003-07-25T00:00:00Z,1990-12-10T00:00:00Z,1994-02-06T00:00:00Z
813,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Katsuya Ōnishi,male,JPN,,,,,1928-09-10T00:00:00Z,2017-12-21T00:00:00Z,1991-05-13T00:00:00Z,1998-09-09T00:00:00Z
814,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tōru Miyoshi,male,JPN,,,,,1927-10-31T00:00:00Z,,1992-03-25T00:00:00Z,1997-10-30T00:00:00Z
815,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masao Ōno,male,JPN,,,,,1927-09-03T00:00:00Z,2006-10-28T00:00:00Z,1993-04-01T00:00:00Z,1997-09-02T00:00:00Z
816,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Hideo Chikusa,male,JPN,,,,,1932-02-21T00:00:00Z,,1993-09-13T00:00:00Z,2002-02-20T00:00:00Z
817,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Shigeharu Negishi,male,JPN,,,,,1928-12-04T00:00:00Z,2017-07-22T00:00:00Z,1994-01-11T00:00:00Z,1998-12-03T00:00:00Z
818,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Hisako Takahashi,female,JPN,,,,,1927-09-21T00:00:00Z,2013-12-21T00:00:00Z,1994-02-09T00:00:00Z,1997-09-20T00:00:00Z
819,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Mitsuo Endō,male,JPN,,,,,1930-09-13T00:00:00Z,2016-05-16T00:00:00Z,1995-02-13T00:00:00Z,2000-09-12T00:00:00Z
820,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kazutomo Ijima,male,JPN,,,,,1932-10-07T00:00:00Z,,1995-08-11T00:00:00Z,2002-10-06T00:00:00Z
821,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Hiroshi Fukuda,male,JPN,,,,,1935-08-02T00:00:00Z,,1995-09-04T00:00:00Z,2005-08-01T00:00:00Z
822,Japan,Supreme Court of Japan,Chief Justice of Japan,Tōru Miyoshi,male,JPN,,,,,1927-10-31T00:00:00Z,,1995-11-07T00:00:00Z,1997-10-30T00:00:00Z
823,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masao Fujii,male,JPN,,,,,1932-11-07T00:00:00Z,,1995-11-07T00:00:00Z,2002-11-06T00:00:00Z
824,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Shigeru Yamaguchi,male,JPN,,,,,1932-11-04T00:00:00Z,,1997-03-10T00:00:00Z,2002-11-03T00:00:00Z
825,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Takao Ōde,male,JPN,,,,,1932-09-01T00:00:00Z,2005-09-29T00:00:00Z,1997-09-24T00:00:00Z,2001-12-19T00:00:00Z
826,Japan,Supreme Court of Japan,Chief Justice of Japan,Shigeru Yamaguchi,male,JPN,,,,,1932-11-04T00:00:00Z,,1997-10-31T00:00:00Z,2002-11-03T00:00:00Z
827,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Toshihiro Kanatani,male,JPN,,,,,1935-05-17T00:00:00Z,,1997-10-31T00:00:00Z,2005-05-16T00:00:00Z
828,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Hiroharu Kitagawa,male,JPN,,,,,1934-12-27T00:00:00Z,,1998-09-10T00:00:00Z,2004-12-26T00:00:00Z
829,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tsugio Kameyama,male,JPN,,,,,1934-02-26T00:00:00Z,,1998-12-04T00:00:00Z,2004-02-25T00:00:00Z
830,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Masamichi Okuda,male,JPN,,,,,1932-09-28T00:00:00Z,,1999-04-01T00:00:00Z,2002-09-27T00:00:00Z
831,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Gen Kajitani,male,JPN,,,,,1935-01-15T00:00:00Z,,1999-04-21T00:00:00Z,2005-01-14T00:00:00Z
832,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Akira Machida,male,JPN,,,,,1936-10-16T00:00:00Z,2015-04-05T00:00:00Z,2000-03-22T00:00:00Z,2006-10-15T00:00:00Z
833,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Takehisa Fukazawa,male,JPN,,,,,1934-01-05T00:00:00Z,,2000-09-14T00:00:00Z,2004-01-04T00:00:00Z
834,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kunio Hamada,male,JPN,,,,,1936-05-24T00:00:00Z,,2001-05-01T00:00:00Z,2006-05-23T00:00:00Z
835,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Kazuko Yokoo,female,JPN,,,,,1941-04-14T00:00:00Z,,2001-12-19T00:00:00Z,2008-09-11T00:00:00Z
836,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Toyozo Ueda,male,JPN,,,,,1937-05-23T00:00:00Z,,2002-02-21T00:00:00Z,2007-05-22T00:00:00Z
837,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Shigeo Takii,male,JPN,,,,,1936-10-31T00:00:00Z,2015-02-28T00:00:00Z,2002-06-11T00:00:00Z,2006-10-30T00:00:00Z
838,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tokiyasu Fujita,male,JPN,,,,,1940-04-06T00:00:00Z,,2002-09-30T00:00:00Z,2010-04-05T00:00:00Z
839,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tatsuo Kainaka,male,JPN,,,,,1940-01-02T00:00:00Z,,2002-10-07T00:00:00Z,2010-01-01T00:00:00Z
840,Japan,Supreme Court of Japan,Chief Justice of Japan,Akira Machida,male,JPN,,,,,1936-10-16T00:00:00Z,2015-04-05T00:00:00Z,2002-11-06T00:00:00Z,2006-10-15T00:00:00Z
841,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Tokuji Izumi,male,JPN,,,,,1939-01-01T00:00:00Z,,2002-11-06T00:00:00Z,2009-01-24T00:00:00Z
842,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Niro Shimada,male,JPN,,,,,1938-11-22T00:00:00Z,,2002-11-07T00:00:00Z,2008-11-21T00:00:00Z
843,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Chiharu Saiguchi,male,JPN,,,,,1938-09-03T00:00:00Z,,2004-01-06T00:00:00Z,2008-09-02T00:00:00Z
844,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Osamu Tsuno,male,JPN,,,,,1938-10-20T00:00:00Z,,2004-02-26T00:00:00Z,2008-10-19T00:00:00Z
845,Japan,Supreme Court of Japan,Justice of the Supreme Court of Japan,Isao Imai,male,JPN,,,,,1939-12-26T00:00:00Z,,2004-12-27T00:00:00Z,2009-12-25T00:00:00Z
